"Date","Type","Transaction ID","Received Quantity","Received Currency","Received Currency Balance","Received Cost Basis (USD)","Received Wallet","Received Address","Received Tag","Received Comment","Sent Quantity","Sent Currency","Sent Currency Balance","Sent Cost Basis (USD)","Sent Wallet","Sent Address","Sent Tag","Sent Comment","Fee Amount","Fee Currency","Realized Return (USD)","Disabled"
05/07/2021 13:57:44,Receive,,0.00222500,ALGO,13.93804800,0.00,Coinbase - ALGO Wallet,,,Algorand reward From Coinbase,,,,,,,,,,,,
05/08/2021 12:16:29,Receive,,0.00222500,ALGO,13.94027300,0.00,Coinbase - ALGO Wallet,,,Algorand reward From Coinbase,,,,,,,,,,,,
05/09/2021 12:25:18,Receive,,0.00222500,ALGO,13.94249800,0.00,Coinbase - ALGO Wallet,,,Algorand reward From Coinbase,,,,,,,,,,,,
05/10/2021 14:15:32,Receive,,0.00222600,ALGO,13.94472400,0.00,Coinbase - ALGO Wallet,,,Algorand reward From Coinbase,,,,,,,,,,,,
05/11/2021 11:38:12,Receive,,0.00222600,ALGO,13.94695000,0.00,Coinbase - ALGO Wallet,,,Algorand reward From Coinbase,,,,,,,,,,,,
05/12/2021 10:48:12,Receive,,0.00222600,ALGO,13.94917600,0.00,Coinbase - ALGO Wallet,,,Algorand reward From Coinbase,,,,,,,,,,,,
05/13/2021 00:02:53,Buy,,0.25000000,BTC,1.49999990,11791.12,Coinbase Pro - BTC,,,,11791.12,USD,,,Coinbase Pro - USD,,,,41.12,USD,,
05/13/2021 14:08:03,Receive,,0.00222700,ALGO,13.95140300,0.00,Coinbase - ALGO Wallet,,,Algorand reward From Coinbase,,,,,,,,,,,,
05/14/2021 12:01:22,Receive,,0.00222700,ALGO,13.95363000,0.00,Coinbase - ALGO Wallet,,,Algorand reward From Coinbase,,,,,,,,,,,,
05/15/2021 12:47:39,Receive,,0.00222800,ALGO,13.95585800,0.00,Coinbase - ALGO Wallet,,,Algorand reward From Coinbase,,,,,,,,,,,,
05/16/2021 14:15:49,Receive,,0.00222800,ALGO,13.95808600,0.00,Coinbase - ALGO Wallet,,,Algorand reward From Coinbase,,,,,,,,,,,,
05/17/2021 12:20:30,Receive,,0.00222800,ALGO,13.96031400,0.00,Coinbase - ALGO Wallet,,,Algorand reward From Coinbase,,,,,,,,,,,,
05/18/2021 11:33:39,Receive,,0.00222900,ALGO,13.96254300,0.00,Coinbase - ALGO Wallet,,,Algorand reward From Coinbase,,,,,,,,,,,,
05/19/2021 12:32:44,Receive,,0.00222900,ALGO,13.96477200,0.00,Coinbase - ALGO Wallet,,,Algorand reward From Coinbase,,,,,,,,,,,,
05/19/2021 12:52:10,Buy,,5.00000000,ETH,15.00000000,11038.50,Coinbase Pro - ETH,,,,11038.50,USD,,,Coinbase Pro - USD,,,,38.50,USD,,
05/19/2021 12:53:33,Buy,,0.30000000,BTC,1.79999990,10235.70,Coinbase Pro - BTC,,,,10235.70,USD,,,Coinbase Pro - USD,,,,35.70,USD,,
05/20/2021 11:10:25,Receive,,0.00222900,ALGO,13.96700100,0.00,Coinbase - ALGO Wallet,,,Algorand reward From Coinbase,,,,,,,,,,,,
05/21/2021 13:07:29,Receive,,0.00223000,ALGO,13.96923100,0.00,Coinbase - ALGO Wallet,,,Algorand reward From Coinbase,,,,,,,,,,,,
05/22/2021 00:01:12,Sell,,11250.00,USD,,,Coinbase Pro - USD,,,,0.30000000,BTC,1.49999990,15800.10,Coinbase Pro - BTC,,,,39.38,USD,-4550.10,
05/22/2021 11:32:06,Receive,,0.00223000,ALGO,13.97146100,0.00,Coinbase - ALGO Wallet,,,Algorand reward From Coinbase,,,,,,,,,,,,
05/23/2021 10:44:04,Buy,,0.56192145,ETH,15.56192145,1222.84,Coinbase Pro - ETH,,,,1222.84,USD,,,Coinbase Pro - USD,,,,4.27,USD,,
05/23/2021 10:44:04,Buy,,0.55387210,ETH,16.11579355,1205.51,Coinbase Pro - ETH,,,,1205.51,USD,,,Coinbase Pro - USD,,,,4.20,USD,,
05/23/2021 10:44:04,Buy,,1.60000000,ETH,17.71579355,3482.71,Coinbase Pro - ETH,,,,3482.71,USD,,,Coinbase Pro - USD,,,,12.15,USD,,
05/23/2021 10:44:04,Buy,,0.39000000,ETH,18.10579355,848.95,Coinbase Pro - ETH,,,,848.95,USD,,,Coinbase Pro - USD,,,,2.96,USD,,
05/23/2021 10:44:04,Buy,,5.16000000,ETH,23.26579355,11232.35,Coinbase Pro - ETH,,,,11232.35,USD,,,Coinbase Pro - USD,,,,39.18,USD,,
05/23/2021 10:44:04,Buy,,1.73420645,ETH,25.00000000,3775.20,Coinbase Pro - ETH,,,,3775.20,USD,,,Coinbase Pro - USD,,,,13.17,USD,,
05/23/2021 12:48:28,Receive,,0.00223000,ALGO,13.97369100,0.00,Coinbase - ALGO Wallet,,,Algorand reward From Coinbase,,,,,,,,,,,,
05/24/2021 07:59:08,Sell,,4056.82,USD,,,Coinbase Pro - USD,,,,1.76383614,ETH,23.23616386,3894.02,Coinbase Pro - ETH,,,,6.09,USD,162.80,
05/24/2021 07:59:08,Sell,,5496.17,USD,,,Coinbase Pro - USD,,,,2.38963759,ETH,20.84652627,5275.60,Coinbase Pro - ETH,,,,8.24,USD,220.56,
05/24/2021 07:59:08,Sell,,1441.00,USD,,,Coinbase Pro - USD,,,,0.62651961,ETH,20.22000666,1383.17,Coinbase Pro - ETH,,,,2.16,USD,57.83,
05/24/2021 07:59:08,Sell,,3450.00,USD,,,Coinbase Pro - USD,,,,1.50000000,ETH,18.72000666,3272.13,Coinbase Pro - ETH,,,,5.17,USD,177.87,
05/24/2021 07:59:08,Sell,,5650.00,USD,,,Coinbase Pro - USD,,,,2.45652131,ETH,16.26348535,5347.43,Coinbase Pro - ETH,,,,8.47,USD,302.57,
05/24/2021 07:59:08,Sell,,1315.67,USD,,,Coinbase Pro - USD,,,,0.57202895,ETH,15.69145640,1245.20,Coinbase Pro - ETH,,,,1.97,USD,70.47,
05/24/2021 07:59:08,Sell,,3130.13,USD,,,Coinbase Pro - USD,,,,1.36092607,ETH,14.33053033,2962.48,Coinbase Pro - ETH,,,,4.70,USD,167.65,
05/24/2021 07:59:08,Sell,,1356.65,USD,,,Coinbase Pro - USD,,,,0.58984860,ETH,13.74068173,1283.99,Coinbase Pro - ETH,,,,2.03,USD,72.66,
05/24/2021 07:59:08,Sell,,1479.63,USD,,,Coinbase Pro - USD,,,,0.64331862,ETH,13.09736311,1400.38,Coinbase Pro - ETH,,,,2.22,USD,79.25,
05/24/2021 07:59:08,Sell,,11856.60,USD,,,Coinbase Pro - USD,,,,5.15504467,ETH,7.94231844,9781.30,Coinbase Pro - ETH,,,,17.78,USD,2075.30,
05/24/2021 07:59:08,Sell,,5923.06,USD,,,Coinbase Pro - USD,,,,2.57524192,ETH,5.36707652,3804.18,Coinbase Pro - ETH,,,,8.88,USD,2118.88,
05/24/2021 07:59:08,Sell,,844.28,USD,,,Coinbase Pro - USD,,,,0.36707652,ETH,5.00000000,542.25,Coinbase Pro - ETH,,,,1.27,USD,302.03,
05/24/2021 12:58:01,Receive,,0.00223100,ALGO,13.97592200,0.00,Coinbase - ALGO Wallet,,,Algorand reward From Coinbase,,,,,,,,,,,,
05/25/2021 14:29:21,Receive,,0.00223100,ALGO,13.97815300,0.00,Coinbase - ALGO Wallet,,,Algorand reward From Coinbase,,,,,,,,,,,,
05/26/2021 12:15:20,Receive,,0.00223100,ALGO,13.98038400,0.00,Coinbase - ALGO Wallet,,,Algorand reward From Coinbase,,,,,,,,,,,,
05/27/2021 11:16:53,Receive,,0.00223200,ALGO,13.98261600,0.00,Coinbase - ALGO Wallet,,,Algorand reward From Coinbase,,,,,,,,,,,,
05/28/2021 14:35:25,Receive,,0.00223200,ALGO,13.98484800,0.00,Coinbase - ALGO Wallet,,,Algorand reward From Coinbase,,,,,,,,,,,,
05/29/2021 14:01:42,Receive,,0.00223200,ALGO,13.98708000,0.00,Coinbase - ALGO Wallet,,,Algorand reward From Coinbase,,,,,,,,,,,,
05/30/2021 11:27:13,Receive,,0.00223300,ALGO,13.98931300,0.00,Coinbase - ALGO Wallet,,,Algorand reward From Coinbase,,,,,,,,,,,,
05/31/2021 12:25:37,Receive,,0.00223300,ALGO,13.99154600,0.00,Coinbase - ALGO Wallet,,,Algorand reward From Coinbase,,,,,,,,,,,,
06/01/2021 12:07:34,Receive,,0.00223400,ALGO,13.99378000,0.00,Coinbase - ALGO Wallet,,,Algorand reward From Coinbase,,,,,,,,,,,,
06/02/2021 12:39:46,Receive,,0.00223400,ALGO,13.99601400,0.00,Coinbase - ALGO Wallet,,,Algorand reward From Coinbase,,,,,,,,,,,,
06/03/2021 14:28:38,Receive,,0.00223400,ALGO,13.99824800,0.00,Coinbase - ALGO Wallet,,,Algorand reward From Coinbase,,,,,,,,,,,,
06/04/2021 13:18:36,Receive,,0.00223500,ALGO,14.00048300,0.00,Coinbase - ALGO Wallet,,,Algorand reward From Coinbase,,,,,,,,,,,,
06/05/2021 11:05:15,Receive,,0.00223500,ALGO,14.00271800,0.00,Coinbase - ALGO Wallet,,,Algorand reward From Coinbase,,,,,,,,,,,,
06/06/2021 13:44:15,Receive,,0.00223500,ALGO,14.00495300,0.00,Coinbase - ALGO Wallet,,,Algorand reward From Coinbase,,,,,,,,,,,,
06/07/2021 13:41:32,Receive,,0.00223600,ALGO,14.00718900,0.00,Coinbase - ALGO Wallet,,,Algorand reward From Coinbase,,,,,,,,,,,,
06/08/2021 02:52:15,Buy,,0.50000000,BTC,1.99999990,16266.25,Coinbase Pro - BTC,,,,16266.25,USD,,,Coinbase Pro - USD,,,,16.25,USD,,
06/08/2021 02:52:16,Buy,,100.00000000,LTC,100.00000000,15515.50,Coinbase Pro - LTC,,,,15515.50,USD,,,Coinbase Pro - USD,,,,15.50,USD,,
06/08/2021 11:39:29,Receive,,0.00223600,ALGO,14.00942500,0.00,Coinbase - ALGO Wallet,,,Algorand reward From Coinbase,,,,,,,,,,,,
06/09/2021 13:44:09,Receive,,0.00223600,ALGO,14.01166100,0.00,Coinbase - ALGO Wallet,,,Algorand reward From Coinbase,,,,,,,,,,,,
06/10/2021 14:37:40,Receive,,0.00223700,ALGO,14.01389800,0.00,Coinbase - ALGO Wallet,,,Algorand reward From Coinbase,,,,,,,,,,,,
06/11/2021 12:06:12,Receive,,0.00223700,ALGO,14.01613500,0.00,Coinbase - ALGO Wallet,,,Algorand reward From Coinbase,,,,,,,,,,,,
06/12/2021 11:19:04,Receive,,0.00223800,ALGO,14.01837300,0.00,Coinbase - ALGO Wallet,,,Algorand reward From Coinbase,,,,,,,,,,,,
06/13/2021 13:07:01,Receive,,0.00223800,ALGO,14.02061100,0.00,Coinbase - ALGO Wallet,,,Algorand reward From Coinbase,,,,,,,,,,,,
06/14/2021 12:28:46,Receive,,0.00223800,ALGO,14.02284900,0.00,Coinbase - ALGO Wallet,,,Algorand reward From Coinbase,,,,,,,,,,,,
06/14/2021 14:52:57,Sell,,1573.80,USD,,,Coinbase Pro - USD,,,,8.99311708,LTC,91.00688292,1395.33,Coinbase Pro - LTC,,,,1.57,USD,178.47,
06/14/2021 14:52:57,Sell,,4550.00,USD,,,Coinbase Pro - USD,,,,26.00000000,LTC,65.00688292,4034.03,Coinbase Pro - LTC,,,,4.55,USD,515.97,
06/14/2021 14:52:57,Sell,,350.00,USD,,,Coinbase Pro - USD,,,,2.00000000,LTC,63.00688292,310.31,Coinbase Pro - LTC,,,,0.35,USD,39.69,
06/14/2021 14:52:57,Sell,,175.00,USD,,,Coinbase Pro - USD,,,,1.00000000,LTC,62.00688292,155.16,Coinbase Pro - LTC,,,,0.17,USD,19.84,
06/14/2021 14:52:57,Sell,,1050.00,USD,,,Coinbase Pro - USD,,,,6.00000000,LTC,56.00688292,930.93,Coinbase Pro - LTC,,,,1.05,USD,119.07,
06/14/2021 14:52:57,Sell,,2549.10,USD,,,Coinbase Pro - USD,,,,14.56626289,LTC,41.44062003,2260.03,Coinbase Pro - LTC,,,,2.55,USD,289.07,
06/14/2021 14:52:57,Sell,,292.94,USD,,,Coinbase Pro - USD,,,,1.67395333,LTC,39.76666670,259.72,Coinbase Pro - LTC,,,,0.29,USD,33.22,
06/14/2021 14:52:57,Sell,,6959.17,USD,,,Coinbase Pro - USD,,,,39.76666670,LTC,0.00000000,6170.00,Coinbase Pro - LTC,,,,6.96,USD,789.17,
06/15/2021 12:46:42,Receive,,0.00223900,ALGO,14.02508800,0.00,Coinbase - ALGO Wallet,,,Algorand reward From Coinbase,,,,,,,,,,,,
06/16/2021 10:40:16,Buy,,10.00000000,ETH,15.00000000,25025.00,Coinbase Pro - ETH,,,,25025.00,USD,,,Coinbase Pro - USD,,,,25.00,USD,,
06/16/2021 13:20:41,Receive,,0.00223900,ALGO,14.02732700,0.00,Coinbase - ALGO Wallet,,,Algorand reward From Coinbase,,,,,,,,,,,,
06/17/2021 12:18:14,Receive,,0.00223900,ALGO,14.02956600,0.00,Coinbase - ALGO Wallet,,,Algorand reward From Coinbase,,,,,,,,,,,,
06/18/2021 12:01:16,Receive,,0.00224000,ALGO,14.03180600,0.00,Coinbase - ALGO Wallet,,,Algorand reward From Coinbase,,,,,,,,,,,,
06/19/2021 12:46:20,Receive,,0.00224000,ALGO,14.03404600,0.00,Coinbase - ALGO Wallet,,,Algorand reward From Coinbase,,,,,,,,,,,,
06/20/2021 11:35:12,Receive,,0.00224000,ALGO,14.03628600,0.00,Coinbase - ALGO Wallet,,,Algorand reward From Coinbase,,,,,,,,,,,,
06/21/2021 03:40:08,Buy,,18.87244236,LTC,18.87244236,2833.70,Coinbase Pro - LTC,,,,2833.70,USD,,,Coinbase Pro - USD,,,,2.83,USD,,
06/21/2021 03:40:08,Buy,,14.71000000,LTC,33.58244236,2208.71,Coinbase Pro - LTC,,,,2208.71,USD,,,Coinbase Pro - USD,,,,2.21,USD,,
06/21/2021 03:40:08,Buy,,26.37511283,LTC,59.95755519,3960.22,Coinbase Pro - LTC,,,,3960.22,USD,,,Coinbase Pro - USD,,,,3.96,USD,,
06/21/2021 03:40:08,Buy,,25.46139121,LTC,85.41894640,3823.03,Coinbase Pro - LTC,,,,3823.03,USD,,,Coinbase Pro - USD,,,,3.82,USD,,
06/21/2021 03:40:10,Buy,,2.59182821,LTC,88.01077461,389.16,Coinbase Pro - LTC,,,,389.16,USD,,,Coinbase Pro - USD,,,,0.39,USD,,
06/21/2021 03:40:10,Buy,,3.65452474,LTC,91.66529935,548.73,Coinbase Pro - LTC,,,,548.73,USD,,,Coinbase Pro - USD,,,,0.55,USD,,
06/21/2021 03:40:11,Buy,,8.33470065,LTC,100.00000000,1251.46,Coinbase Pro - LTC,,,,1251.46,USD,,,Coinbase Pro - USD,,,,1.25,USD,,
06/21/2021 10:35:53,Sell,,16300.00,USD,,,Coinbase Pro - USD,,,,0.50000000,BTC,1.49999990,19668.60,Coinbase Pro - BTC,,,,16.30,USD,-3368.60,
06/21/2021 12:10:26,Receive,,0.00224100,ALGO,14.03852700,0.00,Coinbase - ALGO Wallet,,,Algorand reward From Coinbase,,,,,,,,,,,,
06/22/2021 11:52:42,Receive,,0.00224100,ALGO,14.04076800,0.00,Coinbase - ALGO Wallet,,,Algorand reward From Coinbase,,,,,,,,,,,,
06/23/2021 13:33:53,Receive,,0.00224100,ALGO,14.04300900,0.00,Coinbase - ALGO Wallet,,,Algorand reward From Coinbase,,,,,,,,,,,,
06/24/2021 13:30:39,Receive,,0.00224200,ALGO,14.04525100,0.00,Coinbase - ALGO Wallet,,,Algorand reward From Coinbase,,,,,,,,,,,,
06/25/2021 13:37:23,Receive,,0.00150900,ALGO,14.04676000,0.00,Coinbase - ALGO Wallet,,,Algorand reward From Coinbase,,,,,,,,,,,,
06/26/2021 11:23:51,Receive,,0.00150900,ALGO,14.04826900,0.00,Coinbase - ALGO Wallet,,,Algorand reward From Coinbase,,,,,,,,,,,,
06/27/2021 11:47:24,Receive,,0.00151000,ALGO,14.04977900,0.00,Coinbase - ALGO Wallet,,,Algorand reward From Coinbase,,,,,,,,,,,,
06/28/2021 12:32:17,Receive,,0.00151000,ALGO,14.05128900,0.00,Coinbase - ALGO Wallet,,,Algorand reward From Coinbase,,,,,,,,,,,,
06/29/2021 13:41:46,Receive,,0.00151000,ALGO,14.05279900,0.00,Coinbase - ALGO Wallet,,,Algorand reward From Coinbase,,,,,,,,,,,,
06/30/2021 13:58:55,Receive,,0.00151000,ALGO,14.05430900,0.00,Coinbase - ALGO Wallet,,,Algorand reward From Coinbase,,,,,,,,,,,,
07/01/2021 14:15:58,Receive,,0.00151000,ALGO,14.05581900,0.00,Coinbase - ALGO Wallet,,,Algorand reward From Coinbase,,,,,,,,,,,,
07/02/2021 01:47:39,Buy,,4.89574212,ETH,19.89574212,10242.33,Coinbase Pro - ETH,,,,10242.33,USD,,,Coinbase Pro - USD,,,,10.23,USD,,
07/02/2021 01:47:39,Buy,,1.04864832,ETH,20.94439044,2193.87,Coinbase Pro - ETH,,,,2193.87,USD,,,Coinbase Pro - USD,,,,2.19,USD,,
07/02/2021 01:47:39,Buy,,3.10000000,ETH,24.04439044,6485.48,Coinbase Pro - ETH,,,,6485.48,USD,,,Coinbase Pro - USD,,,,6.48,USD,,
07/02/2021 01:47:39,Buy,,0.55000000,ETH,24.59439044,1150.65,Coinbase Pro - ETH,,,,1150.65,USD,,,Coinbase Pro - USD,,,,1.15,USD,,
07/02/2021 01:47:39,Buy,,0.05000000,ETH,24.64439044,104.60,Coinbase Pro - ETH,,,,104.60,USD,,,Coinbase Pro - USD,,,,0.10,USD,,
07/02/2021 01:47:39,Buy,,0.35560956,ETH,25.00000000,743.97,Coinbase Pro - ETH,,,,743.97,USD,,,Coinbase Pro - USD,,,,0.74,USD,,
07/02/2021 13:14:29,Receive,,0.00151000,ALGO,14.05732900,0.00,Coinbase - ALGO Wallet,,,Algorand reward From Coinbase,,,,,,,,,,,,
07/03/2021 14:19:44,Receive,,0.00151000,ALGO,14.05883900,0.00,Coinbase - ALGO Wallet,,,Algorand reward From Coinbase,,,,,,,,,,,,
07/04/2021 12:21:49,Receive,,0.00151100,ALGO,14.06035000,0.00,Coinbase - ALGO Wallet,,,Algorand reward From Coinbase,,,,,,,,,,,,
07/05/2021 12:18:03,Receive,,0.00151100,ALGO,14.06186100,0.00,Coinbase - ALGO Wallet,,,Algorand reward From Coinbase,,,,,,,,,,,,
07/06/2021 13:18:39,Receive,,0.00151100,ALGO,14.06337200,0.00,Coinbase - ALGO Wallet,,,Algorand reward From Coinbase,,,,,,,,,,,,
07/07/2021 13:42:50,Receive,,0.00151100,ALGO,14.06488300,0.00,Coinbase - ALGO Wallet,,,Algorand reward From Coinbase,,,,,,,,,,,,
07/08/2021 14:25:23,Receive,,0.00151100,ALGO,14.06639400,0.00,Coinbase - ALGO Wallet,,,Algorand reward From Coinbase,,,,,,,,,,,,
07/09/2021 11:08:42,Receive,,0.00151100,ALGO,14.06790500,0.00,Coinbase - ALGO Wallet,,,Algorand reward From Coinbase,,,,,,,,,,,,
07/10/2021 13:28:29,Receive,,0.00151200,ALGO,14.06941700,0.00,Coinbase - ALGO Wallet,,,Algorand reward From Coinbase,,,,,,,,,,,,
07/11/2021 11:08:44,Receive,,0.00151200,ALGO,14.07092900,0.00,Coinbase - ALGO Wallet,,,Algorand reward From Coinbase,,,,,,,,,,,,
07/12/2021 13:08:22,Receive,,0.00151200,ALGO,14.07244100,0.00,Coinbase - ALGO Wallet,,,Algorand reward From Coinbase,,,,,,,,,,,,
07/13/2021 12:37:24,Buy,,0.06038718,BTC,1.56038708,1965.53,Coinbase Pro - BTC,,,,1965.53,USD,,,Coinbase Pro - USD,,,,2.94,USD,,
07/13/2021 12:37:24,Buy,,0.07883107,BTC,1.63921815,2565.85,Coinbase Pro - BTC,,,,2565.85,USD,,,Coinbase Pro - USD,,,,3.84,USD,,
07/13/2021 12:37:24,Buy,,0.36078175,BTC,1.99999990,11742.99,Coinbase Pro - BTC,,,,11742.99,USD,,,Coinbase Pro - USD,,,,17.59,USD,,
07/13/2021 13:50:53,Receive,,0.00151200,ALGO,14.07395300,0.00,Coinbase - ALGO Wallet,,,Algorand reward From Coinbase,,,,,,,,,,,,
07/14/2021 11:53:26,Receive,,0.00151200,ALGO,14.07546500,0.00,Coinbase - ALGO Wallet,,,Algorand reward From Coinbase,,,,,,,,,,,,
07/14/2021 15:56:30,Sell,,16400.00,USD,,,Coinbase Pro - USD,,,,0.50000000,BTC,1.49999990,16274.38,Coinbase Pro - BTC,,,,16.40,USD,125.62,
07/15/2021 13:38:13,Receive,,0.00151200,ALGO,14.07697700,0.00,Coinbase - ALGO Wallet,,,Algorand reward From Coinbase,,,,,,,,,,,,
07/16/2021 12:06:59,Receive,,0.00151300,ALGO,14.07849000,0.00,Coinbase - ALGO Wallet,,,Algorand reward From Coinbase,,,,,,,,,,,,
07/17/2021 13:02:26,Receive,,0.00151300,ALGO,14.08000300,0.00,Coinbase - ALGO Wallet,,,Algorand reward From Coinbase,,,,,,,,,,,,
07/18/2021 10:48:03,Receive,,0.00151300,ALGO,14.08151600,0.00,Coinbase - ALGO Wallet,,,Algorand reward From Coinbase,,,,,,,,,,,,
07/19/2021 13:35:41,Receive,,0.00151300,ALGO,14.08302900,0.00,Coinbase - ALGO Wallet,,,Algorand reward From Coinbase,,,,,,,,,,,,
07/20/2021 12:02:25,Receive,,0.00151300,ALGO,14.08454200,0.00,Coinbase - ALGO Wallet,,,Algorand reward From Coinbase,,,,,,,,,,,,
07/21/2021 15:26:43,Receive,,0.00151300,ALGO,14.08605500,0.00,Coinbase - ALGO Wallet,,,Algorand reward From Coinbase,,,,,,,,,,,,
07/22/2021 15:41:36,Receive,,0.00151400,ALGO,14.08756900,0.00,Coinbase - ALGO Wallet,,,Algorand reward From Coinbase,,,,,,,,,,,,
07/23/2021 14:33:35,Receive,,0.00151400,ALGO,14.08908300,0.00,Coinbase - ALGO Wallet,,,Algorand reward From Coinbase,,,,,,,,,,,,
07/24/2021 12:16:37,Receive,,0.00151400,ALGO,14.09059700,0.00,Coinbase - ALGO Wallet,,,Algorand reward From Coinbase,,,,,,,,,,,,
07/25/2021 16:47:54,Receive,,0.00151400,ALGO,14.09211100,0.00,Coinbase - ALGO Wallet,,,Algorand reward From Coinbase,,,,,,,,,,,,
07/25/2021 23:35:52,Sell,,2062.34,USD,,,Coinbase Pro - USD,,,,0.94170808,ETH,24.05829192,2356.62,Coinbase Pro - ETH,,,,3.09,USD,-294.28,
07/25/2021 23:35:52,Sell,,1408.67,USD,,,Coinbase Pro - USD,,,,0.64322883,ETH,23.41506309,1609.68,Coinbase Pro - ETH,,,,2.11,USD,-201.01,
07/25/2021 23:35:52,Sell,,1430.92,USD,,,Coinbase Pro - USD,,,,0.65338905,ETH,22.76167404,1635.11,Coinbase Pro - ETH,,,,2.15,USD,-204.18,
07/25/2021 23:35:52,Sell,,5500.52,USD,,,Coinbase Pro - USD,,,,2.51165316,ETH,20.25002088,6285.41,Coinbase Pro - ETH,,,,8.25,USD,-784.89,
07/25/2021 23:35:52,Sell,,5704.98,USD,,,Coinbase Pro - USD,,,,2.60501259,ETH,17.64500829,6519.04,Coinbase Pro - ETH,,,,8.56,USD,-814.07,
07/25/2021 23:35:53,Sell,,995.02,USD,,,Coinbase Pro - USD,,,,0.45434925,ETH,17.19065904,1137.01,Coinbase Pro - ETH,,,,1.49,USD,-141.98,
07/25/2021 23:35:54,Sell,,4797.54,USD,,,Coinbase Pro - USD,,,,2.19065904,ETH,15.00000000,5482.12,Coinbase Pro - ETH,,,,7.20,USD,-684.58,
07/26/2021 13:00:11,Receive,,0.00151400,ALGO,14.09362500,0.00,Coinbase - ALGO Wallet,,,Algorand reward From Coinbase,,,,,,,,,,,,
07/27/2021 10:53:15,Receive,,0.00151400,ALGO,14.09513900,0.00,Coinbase - ALGO Wallet,,,Algorand reward From Coinbase,,,,,,,,,,,,
07/28/2021 15:08:45,Receive,,0.00151500,ALGO,14.09665400,0.00,Coinbase - ALGO Wallet,,,Algorand reward From Coinbase,,,,,,,,,,,,
07/29/2021 18:09:39,Receive,,0.00151500,ALGO,14.09816900,0.00,Coinbase - ALGO Wallet,,,Algorand reward From Coinbase,,,,,,,,,,,,
07/30/2021 13:09:05,Receive,,0.00151500,ALGO,14.09968400,0.00,Coinbase - ALGO Wallet,,,Algorand reward From Coinbase,,,,,,,,,,,,
07/31/2021 11:10:16,Receive,,0.00151500,ALGO,14.10119900,0.00,Coinbase - ALGO Wallet,,,Algorand reward From Coinbase,,,,,,,,,,,,
08/01/2021 12:43:39,Receive,,0.00151500,ALGO,14.10271400,0.00,Coinbase - ALGO Wallet,,,Algorand reward From Coinbase,,,,,,,,,,,,
08/02/2021 18:22:33,Receive,,0.00151500,ALGO,14.10422900,0.00,Coinbase - ALGO Wallet,,,Algorand reward From Coinbase,,,,,,,,,,,,
08/03/2021 05:15:39,Buy,,0.50000000,BTC,1.99999990,19028.50,Coinbase Pro - BTC,,,,19028.50,USD,,,Coinbase Pro - USD,,,,28.50,USD,,
08/03/2021 18:04:05,Receive,,0.00151500,ALGO,14.10574400,0.00,Coinbase - ALGO Wallet,,,Algorand reward From Coinbase,,,,,,,,,,,,
08/04/2021 12:48:55,Receive,,0.00151600,ALGO,14.10726000,0.00,Coinbase - ALGO Wallet,,,Algorand reward From Coinbase,,,,,,,,,,,,
08/05/2021 12:06:16,Receive,,0.00151600,ALGO,14.10877600,0.00,Coinbase - ALGO Wallet,,,Algorand reward From Coinbase,,,,,,,,,,,,
08/06/2021 18:29:43,Receive,,0.00151600,ALGO,14.11029200,0.00,Coinbase - ALGO Wallet,,,Algorand reward From Coinbase,,,,,,,,,,,,
08/07/2021 15:34:41,Sell,,13452.38,USD,,,Coinbase Pro - USD,,,,86.78955138,LTC,13.21044862,13031.45,Coinbase Pro - LTC,,,,20.18,USD,420.93,
08/07/2021 15:34:41,Sell,,2047.62,USD,,,Coinbase Pro - USD,,,,13.21044862,LTC,0.00000000,1983.55,Coinbase Pro - LTC,,,,3.07,USD,64.07,
08/07/2021 17:43:02,Receive,,0.00151600,ALGO,14.11180800,0.00,Coinbase - ALGO Wallet,,,Algorand reward From Coinbase,,,,,,,,,,,,
08/08/2021 16:29:23,Receive,,0.00151600,ALGO,14.11332400,0.00,Coinbase - ALGO Wallet,,,Algorand reward From Coinbase,,,,,,,,,,,,
08/09/2021 13:30:55,Receive,,0.00151600,ALGO,14.11484000,0.00,Coinbase - ALGO Wallet,,,Algorand reward From Coinbase,,,,,,,,,,,,
